agent_id,customer_id,amount,timestamp,payment_method,remittance_status,branch
AGT029,CUST0030,1126.78,2025-12-22 07:50:50,momo,remitted,Kumasi
AGT037,CUST0237,1012.15,2026-03-15 18:40:54,bank_transfer,remitted,Accra
AGT038,CUST0279,1418.26,2026-06-01 16:39:53,bank_transfer,remitted,Tamale
AGT019,CUST0348,1077.9,2026-05-18 16:31:21,momo,remitted,Tamale
AGT008,CUST0115,1090.65,2026-05-24 20:51:46,momo,remitted,Cape_Coast
AGT048,CUST0104,870.6,2026-03-03 07:34:37,bank_transfer,remitted,Cape_Coast
AGT045,CUST0118,631.49,2025-12-31 14:24:25,bank_transfer,remitted,Kumasi
AGT001,CUST0005,974.88,2026-01-13 12:22:14,cash,remitted,Kumasi
AGT022,CUST0468,254.61,2026-02-14 21:58:28,bank_transfer,pending,Kumasi
AGT017,CUST0360,1923.8,2026-02-08 05:42:09,momo,pending,Cape_Coast
AGT007,CUST0248,1434.53,2026-04-27 14:01:04,cash,remitted,Cape_Coast
AGT025,CUST0364,1905.88,2026-02-03 13:35:33,momo,remitted,Accra
AGT045,CUST0321,468.92,2026-05-12 18:58:50,cash,remitted,Takoradi
AGT004,CUST0121,1761.1,2026-05-16 06:38:49,momo,missed,Takoradi
AGT036,CUST0286,1621.4,2026-06-07 13:51:23,bank_transfer,remitted,Accra
AGT006,CUST0149,1360.76,2026-04-09 05:14:39,momo,remitted,Takoradi
AGT031,CUST0084,1257.56,2025-12-31 13:57:26,cash,pending,Cape_Coast
AGT019,CUST0454,646.77,2026-03-06 21:29:52,momo,remitted,Takoradi
AGT044,CUST0406,1636.49,2026-04-27 14:40:00,cash,remitted,Cape_Coast
AGT039,CUST0466,1013.0,2026-02-13 13:40:24,momo,remitted,Accra
AGT027,CUST0456,160.37,2026-05-18 23:44:43,bank_transfer,remitted,Kumasi
AGT010,CUST0231,639.47,2026-02-11 15:43:04,bank_transfer,pending,Accra
AGT026,CUST0288,1871.89,2026-01-05 07:20:08,momo,pending,Takoradi
AGT019,CUST0161,1704.35,2026-01-24 09:18:02,momo,remitted,Cape_Coast
AGT039,CUST0272,1964.17,2026-04-11 03:44:52,momo,remitted,Takoradi
AGT003,CUST0460,1263.43,2026-04-14 15:07:35,cash,remitted,Takoradi
AGT045,CUST0038,510.07,2026-01-31 02:59:39,momo,remitted,Kumasi
AGT013,CUST0500,342.37,2026-01-13 11:06:15,momo,remitted,Takoradi
AGT050,CUST0226,390.09,2026-04-05 09:19:02,cash,remitted,Kumasi
AGT028,CUST0142,59.2,2026-03-12 19:35:06,bank_transfer,remitted,Cape_Coast
AGT020,CUST0292,793.55,2026-03-23 13:06:33,momo,remitted,Cape_Coast
AGT028,CUST0481,399.03,2026-03-24 00:09:32,momo,remitted,Kumasi
AGT008,CUST0151,835.08,2026-06-06 18:07:22,bank_transfer,remitted,Accra
AGT041,CUST0114,1871.29,2026-05-31 16:54:07,bank_transfer,remitted,Cape_Coast
AGT039,CUST0237,872.47,2026-04-28 08:24:38,cash,remitted,Accra
AGT001,CUST0066,1758.41,2025-12-30 19:24:06,momo,remitted,Cape_Coast
AGT003,CUST0361,1218.9,2026-01-11 08:37:06,momo,remitted,Cape_Coast
AGT013,CUST0341,509.32,2026-03-27 08:44:17,cash,remitted,Tamale
AGT028,CUST0258,724.59,2026-04-28 13:25:31,bank_transfer,remitted,Takoradi
AGT049,CUST0475,186.16,2026-03-09 08:56:17,cash,remitted,Takoradi
AGT025,CUST0249,680.26,2026-03-29 10:14:33,bank_transfer,remitted,Accra
AGT033,CUST0457,1361.53,2026-05-09 04:47:36,cash,remitted,Takoradi
AGT038,CUST0449,162.78,2026-03-20 06:22:07,bank_transfer,missed,Accra
AGT006,CUST0331,426.69,2026-03-27 12:33:06,cash,remitted,Cape_Coast
AGT044,CUST0323,775.25,2026-05-17 08:58:02,bank_transfer,remitted,Tamale
AGT045,CUST0180,1964.46,2026-02-24 19:18:56,bank_transfer,remitted,Tamale
AGT032,CUST0190,1574.03,2026-02-27 03:21:49,bank_transfer,remitted,Cape_Coast
AGT045,CUST0407,1472.3,2026-04-11 13:50:30,bank_transfer,remitted,Kumasi
AGT047,CUST0154,250.06,2026-01-16 23:48:39,bank_transfer,remitted,Kumasi
AGT021,CUST0196,1566.37,2026-03-07 21:16:51,momo,remitted,Takoradi
AGT016,CUST0466,1574.83,2026-01-20 01:16:10,bank_transfer,remitted,Accra
AGT021,CUST0311,1210.18,2026-03-10 21:27:43,momo,remitted,Tamale
AGT011,CUST0262,1980.92,2026-03-29 08:04:00,bank_transfer,remitted,Takoradi
AGT037,CUST0419,664.0,2026-02-02 12:55:38,momo,pending,Cape_Coast
AGT036,CUST0406,1883.72,2026-04-24 20:12:59,momo,remitted,Tamale
AGT035,CUST0427,1831.17,2026-01-12 18:13:40,cash,missed,Accra
AGT019,CUST0143,42.73,2026-06-01 21:59:47,bank_transfer,pending,Accra
AGT020,CUST0342,911.23,2026-05-21 04:43:23,cash,remitted,Kumasi
AGT018,CUST0316,1954.67,2026-04-18 04:22:42,cash,remitted,Takoradi
AGT047,CUST0101,224.18,2026-05-28 19:05:41,bank_transfer,remitted,Cape_Coast
AGT041,CUST0244,1104.61,2026-05-22 13:42:27,cash,pending,Tamale
AGT049,CUST0490,1958.34,2026-03-26 04:11:34,bank_transfer,pending,Accra
AGT014,CUST0012,1119.88,2026-06-02 07:05:18,cash,remitted,Tamale
AGT015,CUST0239,395.83,2026-03-26 14:11:52,bank_transfer,missed,Cape_Coast
AGT031,CUST0049,1172.72,2026-04-28 22:12:07,bank_transfer,remitted,Tamale
AGT001,CUST0042,424.79,2026-05-16 17:21:01,bank_transfer,remitted,Takoradi
AGT003,CUST0166,1049.01,2026-04-29 02:33:59,momo,missed,Kumasi
AGT016,CUST0082,166.6,2025-12-29 01:22:32,cash,pending,Tamale
AGT023,CUST0429,1218.86,2026-02-01 10:22:38,momo,remitted,Kumasi
AGT011,CUST0291,1043.24,2026-01-14 20:48:49,cash,pending,Cape_Coast
AGT012,CUST0158,1485.52,2026-03-04 13:59:02,cash,missed,Kumasi
AGT010,CUST0216,1268.79,2026-04-22 04:29:24,cash,pending,Tamale
AGT032,CUST0490,1108.22,2026-04-21 05:19:15,momo,pending,Tamale
AGT016,CUST0158,1385.76,2026-05-16 18:12:17,cash,pending,Accra
AGT008,CUST0462,305.0,2026-05-21 17:47:50,momo,remitted,Tamale
AGT038,CUST0134,1198.81,2026-06-04 07:22:50,bank_transfer,pending,Kumasi
AGT012,CUST0067,360.78,2026-02-23 08:19:46,cash,remitted,Accra
AGT024,CUST0336,1852.53,2026-01-20 15:35:51,cash,missed,Tamale
AGT028,CUST0007,155.3,2025-12-23 08:48:01,bank_transfer,remitted,Tamale
AGT008,CUST0436,872.14,2026-03-15 01:28:47,bank_transfer,remitted,Cape_Coast
AGT028,CUST0014,1397.68,2026-03-26 17:50:27,cash,remitted,Accra
AGT036,CUST0073,926.88,2026-03-20 15:59:31,bank_transfer,remitted,Cape_Coast
AGT026,CUST0399,202.35,2026-02-02 08:13:08,momo,remitted,Cape_Coast
AGT008,CUST0405,1115.69,2026-03-27 23:23:20,momo,missed,Cape_Coast
AGT050,CUST0163,1290.43,2026-04-15 17:04:24,cash,missed,Takoradi
AGT028,CUST0066,1413.51,2026-04-08 08:21:09,momo,remitted,Cape_Coast
AGT028,CUST0347,759.05,2026-06-15 10:32:31,momo,missed,Kumasi
AGT037,CUST0130,1136.05,2026-05-26 08:49:07,cash,pending,Tamale
AGT041,CUST0419,912.36,2026-04-23 03:42:56,bank_transfer,remitted,Takoradi
AGT036,CUST0466,1350.67,2026-03-03 04:32:31,cash,remitted,Cape_Coast
AGT027,CUST0206,1175.44,2026-05-12 13:51:31,momo,missed,Tamale
AGT017,CUST0276,1061.0,2026-02-03 09:53:02,cash,remitted,Accra
AGT009,CUST0466,514.06,2026-05-04 16:42:23,cash,missed,Accra
AGT033,CUST0256,24.0,2026-06-06 09:36:31,momo,pending,Tamale
AGT020,CUST0266,364.68,2026-01-17 11:00:13,momo,pending,Kumasi
AGT013,CUST0025,251.79,2026-05-02 00:09:40,cash,remitted,Tamale
AGT028,CUST0450,909.19,2026-04-16 00:31:14,momo,remitted,Tamale
AGT048,CUST0281,1232.27,2026-06-11 06:04:24,momo,remitted,Takoradi
AGT029,CUST0253,441.91,2026-06-10 13:53:22,momo,remitted,Accra
AGT013,CUST0310,1879.33,2026-06-12 11:31:30,momo,remitted,Accra
AGT046,CUST0289,33.23,2026-03-14 11:03:34,momo,remitted,Cape_Coast
AGT035,CUST0164,1549.16,2026-01-27 01:53:15,momo,remitted,Tamale
AGT006,CUST0095,1257.91,2026-01-10 19:16:18,bank_transfer,missed,Tamale
AGT018,CUST0270,759.64,2026-02-18 20:33:49,cash,remitted,Kumasi
AGT005,CUST0321,119.97,2026-04-19 02:36:42,momo,remitted,Accra
AGT047,CUST0110,1262.42,2026-04-19 09:47:51,cash,remitted,Kumasi
AGT025,CUST0336,783.51,2026-04-10 10:29:42,bank_transfer,remitted,Takoradi
AGT002,CUST0310,1873.81,2026-06-11 07:21:05,momo,remitted,Cape_Coast
AGT010,CUST0238,1093.14,2026-01-18 05:28:07,cash,pending,Kumasi
AGT030,CUST0381,1880.51,2026-04-10 10:57:45,momo,remitted,Accra
AGT050,CUST0436,456.56,2026-05-06 12:23:35,momo,pending,Takoradi
AGT045,CUST0387,1456.94,2026-02-16 12:10:15,momo,remitted,Tamale
AGT005,CUST0483,1242.15,2026-03-12 14:14:40,momo,missed,Takoradi
AGT033,CUST0425,1484.03,2026-01-18 19:04:04,momo,pending,Kumasi
AGT001,CUST0390,445.04,2026-05-15 04:16:36,momo,missed,Accra
AGT018,CUST0025,1336.69,2026-04-20 05:51:18,momo,missed,Kumasi
AGT032,CUST0141,1006.12,2026-02-03 21:52:13,bank_transfer,missed,Tamale
AGT047,CUST0117,1490.79,2026-03-18 03:58:37,bank_transfer,missed,Tamale
AGT049,CUST0482,667.55,2026-06-05 21:52:08,momo,remitted,Accra
AGT011,CUST0392,1782.31,2026-06-14 12:45:59,momo,remitted,Cape_Coast
AGT021,CUST0405,186.92,2026-06-11 11:57:50,bank_transfer,remitted,Takoradi
AGT026,CUST0482,1618.23,2026-04-17 14:42:07,bank_transfer,remitted,Takoradi
AGT025,CUST0452,1725.41,2026-01-05 08:59:29,bank_transfer,remitted,Tamale
AGT022,CUST0025,1638.16,2026-05-27 02:43:16,momo,remitted,Kumasi
AGT027,CUST0079,1035.2,2026-03-03 04:00:34,cash,missed,Kumasi
AGT049,CUST0068,888.0,2026-02-10 10:01:14,cash,missed,Cape_Coast
AGT013,CUST0173,1992.6,2026-02-25 08:39:52,cash,remitted,Kumasi
AGT033,CUST0444,473.76,2026-03-01 22:04:54,cash,remitted,Takoradi
AGT034,CUST0012,1102.81,2026-01-17 02:32:49,momo,missed,Kumasi
AGT041,CUST0288,1347.94,2026-06-04 17:19:50,cash,remitted,Cape_Coast
AGT035,CUST0128,1407.72,2026-02-19 14:35:42,bank_transfer,pending,Takoradi
AGT001,CUST0096,423.97,2026-04-25 12:53:36,bank_transfer,remitted,Kumasi
AGT021,CUST0092,1314.91,2025-12-22 05:01:43,cash,remitted,Takoradi
AGT048,CUST0141,1640.37,2026-04-19 17:38:35,bank_transfer,remitted,Tamale
AGT006,CUST0031,119.04,2026-01-17 14:32:16,momo,missed,Tamale
AGT028,CUST0334,1824.81,2026-03-29 03:05:58,cash,remitted,Tamale
AGT017,CUST0020,78.42,2026-01-20 08:44:34,cash,remitted,Kumasi
AGT005,CUST0146,724.82,2026-04-09 01:22:35,momo,remitted,Cape_Coast
AGT031,CUST0477,51.31,2026-05-08 09:53:59,bank_transfer,remitted,Takoradi
AGT005,CUST0316,172.75,2026-01-30 15:12:03,momo,missed,Accra
AGT038,CUST0447,1824.11,2026-01-23 12:33:01,momo,pending,Tamale
AGT003,CUST0390,722.62,2026-02-09 19:50:03,bank_transfer,remitted,Tamale
AGT023,CUST0160,861.05,2026-04-24 22:06:54,momo,remitted,Accra
AGT037,CUST0349,446.38,2026-02-15 18:58:31,bank_transfer,remitted,Accra
AGT037,CUST0043,1202.25,2026-03-06 18:03:05,bank_transfer,pending,Kumasi
AGT010,CUST0254,1197.71,2026-01-31 18:18:57,momo,pending,Takoradi
AGT010,CUST0130,756.96,2025-12-19 18:50:26,bank_transfer,remitted,Tamale
AGT019,CUST0060,679.41,2026-03-05 09:13:25,momo,pending,Cape_Coast
AGT017,CUST0151,1772.23,2026-05-25 04:46:02,bank_transfer,remitted,Kumasi
AGT021,CUST0467,778.9,2026-05-13 18:17:18,cash,missed,Kumasi
AGT014,CUST0287,997.13,2026-02-11 08:23:00,bank_transfer,missed,Cape_Coast
AGT009,CUST0499,580.94,2026-05-20 21:13:09,bank_transfer,pending,Cape_Coast
AGT046,CUST0005,1577.8,2025-12-31 15:36:01,momo,pending,Cape_Coast
AGT001,CUST0467,806.95,2026-01-31 07:41:36,bank_transfer,remitted,Accra
AGT045,CUST0418,1036.95,2026-05-28 04:54:46,cash,pending,Tamale
AGT013,CUST0266,521.65,2026-02-12 08:52:14,cash,remitted,Accra
AGT004,CUST0345,1975.57,2026-05-15 17:21:04,bank_transfer,remitted,Tamale
AGT001,CUST0130,597.16,2026-03-05 05:13:06,bank_transfer,remitted,Accra
AGT049,CUST0382,1546.07,2026-02-12 20:34:26,cash,pending,Takoradi
AGT040,CUST0267,866.44,2026-04-16 12:59:26,momo,remitted,Tamale
AGT032,CUST0178,428.31,2026-01-07 16:31:35,cash,remitted,Kumasi
AGT034,CUST0253,1603.44,2026-06-07 11:54:31,cash,remitted,Tamale
AGT028,CUST0415,680.54,2026-03-07 04:35:00,bank_transfer,remitted,Tamale
AGT031,CUST0056,1733.08,2025-12-23 08:15:50,bank_transfer,remitted,Tamale
AGT008,CUST0463,1832.21,2025-12-19 21:21:01,cash,pending,Takoradi
AGT039,CUST0457,1722.45,2026-04-06 14:32:43,momo,pending,Accra
AGT026,CUST0471,89.32,2026-01-07 06:39:15,cash,remitted,Kumasi
AGT034,CUST0083,1579.0,2025-12-30 03:04:46,cash,missed,Accra
AGT003,CUST0393,834.45,2026-03-18 17:41:46,momo,pending,Accra
AGT050,CUST0099,1749.97,2026-01-05 00:09:03,cash,remitted,Cape_Coast
AGT012,CUST0149,1283.15,2026-01-15 18:38:37,cash,pending,Takoradi
AGT001,CUST0329,1670.61,2026-03-27 00:55:21,bank_transfer,missed,Cape_Coast
AGT044,CUST0156,1008.87,2026-04-22 03:43:24,momo,remitted,Takoradi
AGT005,CUST0190,1079.35,2026-05-03 02:07:58,bank_transfer,remitted,Accra
AGT030,CUST0494,305.89,2026-05-29 19:48:05,bank_transfer,missed,Accra
AGT030,CUST0371,1572.29,2026-05-09 15:02:08,momo,remitted,Takoradi
AGT017,CUST0263,850.39,2026-02-15 05:58:13,momo,remitted,Accra
AGT048,CUST0080,1010.16,2026-02-05 22:49:06,cash,remitted,Accra
AGT047,CUST0400,1574.49,2026-04-09 10:25:44,bank_transfer,remitted,Kumasi
AGT023,CUST0252,1205.71,2026-03-20 15:00:36,momo,missed,Cape_Coast
AGT015,CUST0097,418.18,2026-01-04 09:30:56,bank_transfer,remitted,Cape_Coast
AGT037,CUST0260,1188.66,2026-02-26 05:09:33,bank_transfer,remitted,Cape_Coast
AGT021,CUST0260,827.11,2026-05-18 23:06:42,momo,remitted,Tamale
AGT014,CUST0103,949.66,2025-12-20 08:01:36,cash,remitted,Kumasi
AGT002,CUST0040,76.06,2026-01-13 00:16:39,bank_transfer,remitted,Cape_Coast
AGT011,CUST0273,435.86,2026-03-01 09:52:50,momo,remitted,Cape_Coast
AGT039,CUST0101,576.46,2026-01-25 07:45:59,cash,pending,Kumasi
AGT038,CUST0359,1431.66,2026-06-02 15:58:47,bank_transfer,remitted,Accra
AGT034,CUST0380,42.76,2026-01-14 15:41:04,momo,remitted,Cape_Coast
AGT038,CUST0308,829.38,2026-02-16 23:18:00,bank_transfer,remitted,Accra
AGT050,CUST0221,1849.57,2026-03-21 04:24:25,momo,remitted,Cape_Coast
AGT034,CUST0308,241.52,2026-04-12 17:50:25,momo,remitted,Takoradi
AGT018,CUST0420,1042.52,2025-12-24 04:23:49,bank_transfer,remitted,Tamale
AGT030,CUST0124,1577.31,2026-02-19 16:16:18,bank_transfer,pending,Cape_Coast
AGT015,CUST0422,1886.21,2026-05-05 19:58:33,momo,remitted,Takoradi
AGT027,CUST0231,1498.62,2026-01-27 22:30:07,cash,pending,Kumasi
AGT034,CUST0178,1446.72,2026-02-23 10:09:53,bank_transfer,remitted,Takoradi
AGT038,CUST0063,1656.45,2026-04-15 15:17:00,momo,missed,Kumasi
AGT033,CUST0485,903.48,2026-01-03 00:54:29,momo,remitted,Cape_Coast
AGT024,CUST0116,1615.57,2026-03-16 21:11:38,cash,pending,Kumasi
AGT015,CUST0191,35.77,2026-04-21 15:27:07,cash,remitted,Takoradi
AGT030,CUST0062,1850.63,2026-05-03 16:51:30,cash,remitted,Tamale
AGT042,CUST0256,897.75,2026-05-02 06:27:41,bank_transfer,remitted,Accra
AGT017,CUST0483,1115.69,2026-01-21 18:43:32,momo,missed,Accra
AGT005,CUST0007,524.67,2026-01-10 16:47:38,momo,remitted,Tamale
AGT029,CUST0155,1490.21,2026-05-10 10:27:23,momo,remitted,Accra
AGT004,CUST0092,171.74,2026-01-17 19:38:29,cash,pending,Cape_Coast
AGT010,CUST0470,1747.82,2026-03-08 17:27:27,momo,remitted,Cape_Coast
AGT017,CUST0014,1659.67,2026-03-15 23:30:06,bank_transfer,pending,Takoradi
AGT010,CUST0455,447.8,2026-04-12 11:23:50,cash,remitted,Takoradi
AGT017,CUST0229,1622.46,2026-06-10 00:44:23,cash,pending,Kumasi
AGT020,CUST0086,1576.99,2026-06-03 20:56:41,cash,remitted,Takoradi
AGT024,CUST0133,1271.79,2025-12-31 09:36:10,cash,remitted,Cape_Coast
AGT005,CUST0183,759.57,2026-03-28 11:59:52,bank_transfer,remitted,Takoradi
AGT034,CUST0386,557.57,2026-03-16 20:01:26,momo,pending,Accra
AGT006,CUST0062,478.93,2026-05-10 03:32:01,bank_transfer,remitted,Kumasi
AGT002,CUST0219,650.85,2026-03-30 07:47:58,momo,remitted,Kumasi
AGT013,CUST0405,1809.05,2026-04-19 11:18:47,bank_transfer,missed,Cape_Coast
AGT043,CUST0246,173.73,2026-03-03 20:35:14,cash,remitted,Takoradi
AGT043,CUST0230,1661.17,2026-06-13 06:32:58,cash,missed,Accra
AGT048,CUST0079,710.8,2026-03-03 04:19:29,bank_transfer,missed,Takoradi
AGT011,CUST0149,1052.77,2026-06-06 12:49:19,bank_transfer,missed,Tamale
AGT047,CUST0138,1593.08,2026-05-20 14:34:01,momo,pending,Takoradi
AGT023,CUST0471,1771.07,2026-03-14 16:03:06,bank_transfer,remitted,Cape_Coast
AGT016,CUST0314,702.67,2026-03-22 22:30:08,bank_transfer,remitted,Takoradi
AGT031,CUST0376,934.45,2026-04-08 21:18:10,momo,pending,Kumasi
AGT011,CUST0423,840.74,2026-01-15 03:13:41,momo,remitted,Accra
AGT016,CUST0389,46.24,2026-03-05 14:02:24,momo,remitted,Cape_Coast
AGT008,CUST0065,605.97,2026-02-20 11:21:21,bank_transfer,pending,Tamale
AGT004,CUST0013,929.19,2026-01-31 20:52:37,momo,remitted,Accra
AGT040,CUST0213,833.97,2026-03-07 02:43:59,cash,missed,Accra
AGT004,CUST0474,1449.42,2026-06-06 14:15:24,cash,pending,Kumasi
AGT025,CUST0242,781.91,2026-04-17 16:52:22,cash,pending,Kumasi
AGT003,CUST0493,988.97,2026-01-10 15:11:01,bank_transfer,pending,Kumasi
AGT032,CUST0213,870.63,2026-01-15 21:40:06,cash,missed,Cape_Coast
AGT003,CUST0181,1486.44,2026-02-07 00:13:31,bank_transfer,pending,Takoradi
AGT027,CUST0338,1728.69,2026-05-02 01:48:36,bank_transfer,remitted,Accra
AGT029,CUST0485,1073.14,2026-04-10 12:40:51,cash,remitted,Takoradi
AGT032,CUST0173,1583.08,2026-03-27 01:28:43,momo,missed,Takoradi
AGT050,CUST0160,607.64,2026-04-05 10:58:42,bank_transfer,pending,Kumasi
AGT019,CUST0164,1091.91,2026-06-17 14:40:39,cash,remitted,Takoradi
AGT021,CUST0465,703.56,2026-02-22 04:47:49,bank_transfer,remitted,Accra
AGT005,CUST0483,840.12,2026-05-05 13:36:13,momo,remitted,Accra
AGT018,CUST0497,1470.18,2025-12-25 10:21:07,momo,remitted,Tamale
AGT028,CUST0188,1765.69,2026-06-04 05:56:03,cash,missed,Cape_Coast
AGT042,CUST0395,260.56,2026-02-24 04:12:08,bank_transfer,missed,Takoradi
AGT022,CUST0191,1276.59,2026-05-06 20:49:00,bank_transfer,remitted,Cape_Coast
AGT021,CUST0405,1172.64,2026-02-09 21:03:41,bank_transfer,remitted,Cape_Coast
AGT006,CUST0308,254.46,2026-02-19 08:33:47,bank_transfer,remitted,Cape_Coast
AGT001,CUST0256,439.55,2026-02-19 06:00:18,cash,pending,Cape_Coast
AGT005,CUST0183,635.78,2026-04-03 14:53:52,momo,remitted,Accra
AGT041,CUST0117,350.52,2026-04-11 16:04:30,cash,remitted,Takoradi
AGT012,CUST0282,502.58,2026-06-14 14:51:04,bank_transfer,remitted,Tamale
AGT026,CUST0196,549.85,2026-02-24 11:45:16,bank_transfer,remitted,Cape_Coast
AGT046,CUST0034,684.63,2026-05-24 15:44:04,momo,remitted,Tamale
AGT034,CUST0052,1503.79,2026-04-18 22:42:38,bank_transfer,remitted,Accra
AGT049,CUST0112,1152.39,2026-02-15 02:50:16,cash,remitted,Accra
AGT014,CUST0252,1972.77,2026-01-21 22:26:05,cash,remitted,Kumasi
AGT026,CUST0082,841.18,2026-02-05 08:00:23,momo,remitted,Cape_Coast
AGT045,CUST0232,1512.65,2026-01-08 16:30:39,cash,missed,Kumasi
AGT027,CUST0227,1745.51,2026-02-28 07:42:37,cash,pending,Tamale
AGT009,CUST0233,1364.38,2026-04-05 11:35:45,cash,missed,Takoradi
AGT026,CUST0221,835.49,2026-06-01 12:40:01,cash,missed,Kumasi
AGT047,CUST0436,1512.12,2026-06-17 15:21:32,bank_transfer,remitted,Accra
AGT022,CUST0413,423.26,2026-05-25 22:42:59,cash,remitted,Cape_Coast
AGT047,CUST0422,668.55,2026-01-22 19:43:29,momo,remitted,Tamale
AGT030,CUST0042,1102.44,2025-12-29 21:11:34,momo,missed,Accra
AGT043,CUST0021,1159.31,2026-03-07 14:02:34,cash,missed,Takoradi
AGT048,CUST0042,63.84,2026-01-04 17:45:31,momo,remitted,Cape_Coast
AGT017,CUST0397,1891.33,2026-02-03 16:25:08,cash,remitted,Takoradi
AGT026,CUST0113,1399.32,2026-05-17 08:03:38,momo,remitted,Takoradi
AGT036,CUST0105,1001.49,2026-03-30 19:36:58,momo,pending,Cape_Coast
AGT001,CUST0192,1867.59,2026-06-10 16:55:52,cash,remitted,Cape_Coast
AGT008,CUST0017,889.41,2026-02-19 11:49:28,cash,remitted,Takoradi
AGT049,CUST0120,1961.26,2026-03-24 08:28:22,bank_transfer,remitted,Tamale
AGT035,CUST0393,1034.32,2025-12-25 11:59:26,cash,remitted,Cape_Coast
AGT015,CUST0425,246.29,2026-01-26 03:37:26,cash,pending,Accra
AGT047,CUST0129,1534.31,2026-03-24 10:42:51,bank_transfer,remitted,Kumasi
AGT022,CUST0130,1364.22,2026-03-15 19:21:59,cash,missed,Tamale
AGT014,CUST0060,1550.51,2026-01-02 09:34:59,cash,remitted,Cape_Coast
AGT026,CUST0048,1903.86,2026-03-25 08:45:16,bank_transfer,pending,Cape_Coast
AGT028,CUST0029,1557.45,2025-12-27 02:26:42,cash,pending,Tamale
AGT023,CUST0097,1230.45,2026-02-19 07:06:58,cash,remitted,Kumasi
AGT014,CUST0010,1717.47,2026-04-19 15:08:56,bank_transfer,remitted,Takoradi
AGT024,CUST0242,1353.03,2026-04-26 14:22:55,bank_transfer,pending,Accra
AGT002,CUST0314,828.08,2026-04-28 19:43:16,momo,remitted,Cape_Coast
AGT045,CUST0444,1773.53,2026-01-09 07:13:43,cash,pending,Kumasi
AGT026,CUST0232,459.36,2025-12-29 04:54:10,momo,pending,Accra
AGT014,CUST0277,1434.99,2026-04-27 05:46:33,momo,pending,Tamale
AGT007,CUST0284,1765.5,2026-06-09 05:14:27,bank_transfer,remitted,Cape_Coast
AGT003,CUST0203,1468.01,2026-01-16 13:36:46,cash,remitted,Takoradi
AGT047,CUST0247,1400.61,2026-04-03 16:10:10,cash,remitted,Tamale
AGT023,CUST0290,1510.22,2026-06-09 17:50:13,bank_transfer,remitted,Cape_Coast
AGT046,CUST0264,940.81,2026-02-20 05:05:26,momo,pending,Kumasi
AGT043,CUST0443,1750.86,2026-03-22 06:09:38,bank_transfer,pending,Accra
AGT047,CUST0214,422.8,2026-01-01 15:30:03,cash,remitted,Accra
AGT045,CUST0200,272.23,2026-02-19 23:37:43,bank_transfer,pending,Cape_Coast
AGT018,CUST0433,585.31,2026-05-11 10:57:21,cash,remitted,Tamale
AGT038,CUST0079,1072.52,2026-03-30 03:42:09,momo,remitted,Takoradi
AGT035,CUST0401,1030.91,2026-05-21 07:34:38,cash,missed,Kumasi
AGT015,CUST0444,1644.79,2026-01-26 04:45:15,momo,missed,Cape_Coast
AGT025,CUST0343,821.05,2026-02-12 04:40:01,momo,remitted,Kumasi
AGT037,CUST0344,979.0,2026-01-14 06:46:49,cash,missed,Accra
AGT028,CUST0173,46.47,2026-05-23 10:52:44,cash,remitted,Takoradi
AGT010,CUST0467,831.28,2026-05-05 15:21:49,momo,remitted,Kumasi
AGT039,CUST0069,1302.59,2026-05-10 16:19:26,bank_transfer,remitted,Cape_Coast
AGT017,CUST0416,50.71,2026-06-01 02:30:31,cash,missed,Takoradi
AGT039,CUST0428,576.15,2026-06-11 03:45:29,momo,remitted,Tamale
AGT022,CUST0449,431.75,2026-05-29 21:45:40,momo,remitted,Cape_Coast
AGT026,CUST0087,103.13,2026-01-03 23:05:31,bank_transfer,remitted,Kumasi
AGT044,CUST0101,968.93,2026-04-10 21:17:37,cash,pending,Takoradi
AGT025,CUST0008,379.81,2026-03-30 12:11:20,momo,remitted,Cape_Coast
AGT017,CUST0333,1491.3,2026-02-11 07:57:01,bank_transfer,remitted,Takoradi
AGT013,CUST0200,1698.9,2026-02-15 00:59:27,momo,remitted,Takoradi
AGT020,CUST0087,1100.26,2026-01-27 22:40:35,cash,remitted,Takoradi
AGT025,CUST0043,1963.78,2026-05-20 03:35:07,bank_transfer,pending,Kumasi
AGT004,CUST0385,911.95,2026-03-20 08:27:29,momo,remitted,Cape_Coast
AGT010,CUST0109,1036.47,2026-04-27 16:49:50,bank_transfer,pending,Accra
AGT003,CUST0435,1978.65,2026-01-08 22:16:39,cash,remitted,Accra
AGT041,CUST0408,478.47,2026-06-01 07:42:16,bank_transfer,missed,Kumasi
AGT045,CUST0483,1886.24,2026-05-09 11:21:53,cash,remitted,Kumasi
AGT018,CUST0152,104.82,2026-01-16 21:05:06,momo,remitted,Takoradi
AGT047,CUST0017,903.85,2026-02-02 23:01:05,cash,remitted,Cape_Coast
AGT036,CUST0133,158.61,2026-04-20 01:07:36,momo,pending,Cape_Coast
AGT047,CUST0148,1463.88,2026-03-20 08:31:22,momo,missed,Tamale
AGT022,CUST0277,1224.65,2026-03-30 07:51:39,cash,remitted,Tamale
AGT034,CUST0232,1419.14,2026-02-01 02:46:38,momo,pending,Accra
AGT047,CUST0314,761.47,2026-02-21 02:48:37,bank_transfer,remitted,Tamale
AGT008,CUST0415,751.57,2026-02-05 00:22:49,momo,remitted,Tamale
